Cat.,Zaneen Model #,Series,Description, CAD MSRP  , USD MSRP  
A,ADH.001.01.1.US,ADHARA,Power LED 1-2W 13° 350-500mA 3000K IP40 Matte White,194.00,156.00
A,ADH.001.23.1.US,ADHARA,Power LED 1-2W 13° 350-500mA 3000K IP40 Anodized Aluminum,186.00,150.00
A,ADH.002.01.1.US,ADHARA,Power LED 1-2W 13° 350-500mA 4000K IP40 Matte White,194.00,156.00
A,ADH.002.23.1.US,ADHARA,Power LED 1-2W 13° 350-500mA 4000K IP40 Anodized Aluminum,186.00,150.00
A,ADH.003.01.1.US,ADHARA,Power LED 1-2W 35° 350-500mA 3000K IP40 Matte White,194.00,156.00
A,ADH.003.23.1.US,ADHARA,Power LED 1-2W 35° 350-500mA 3000K IP40 Anodized Aluminum,186.00,150.00
A,ADH.004.01.1.US,ADHARA,Power LED 1-2W 35° 350-500mA 4000K IP40 Matte White,194.00,156.00
A,ADH.004.23.1.US,ADHARA,Power LED 1-2W 35° 350-500mA 4000K IP40 Anodized Aluminum,186.00,150.00
E,ALC.004.28.1.US,ALCOR,Power LED 1-2W 9° 350-500mA 3000K IP68 Satin Stainless Steel AISI 316L,466.00,376.00
E,ALC.005.28.1.US,ALCOR,Power LED 1-2W 9° 350-500mA 4000K IP68 Satin Stainless Steel AISI 316L,466.00,376.00
E,ALC.006.28.1.US,ALCOR,Power LED 1-2W 9° 350-500mA 5000K IP68 Satin Stainless Steel AISI 316L,466.00,376.00
E,ALC.007.28.1.US,ALCOR,Power LED 1-2W 24° 350-500mA 3000K IP68 Satin Stainless Steel AISI 316L,466.00,376.00
E,ALC.008.28.1.US,ALCOR,Power LED 1-2W 24° 350-500mA 4000K IP68 Satin Stainless Steel AISI 316L,466.00,376.00
E,ALC.009.28.1.US,ALCOR,Power LED 1-2W 24° 350-500mA 5000K IP68 Satin Stainless Steel AISI 316L,466.00,376.00
E,ALC.010.28.1.US,ALCOR,Power LED 1-2W 43° 350-500mA 3000K IP68 Satin Stainless Steel AISI 316L,466.00,376.00
E,ALC.011.28.1.US,ALCOR,Power LED 1-2W 43° 350-500mA 4000K IP68 Satin Stainless Steel AISI 316L,466.00,376.00
E,ALC.012.28.1.US,ALCOR,Power LED 1-2W 43° 350-500mA 5000K IP68 Satin Stainless Steel AISI 316L,466.00,376.00
E,ALC.013.28.1.US,ALCOR,Power LED 1-2W Transparent Glass Diffuser 350-500mA 3000K IP68 Satin Stainless Steel AISI 316L,466.00,376.00
E,ALC.014.28.1.US,ALCOR,Power LED 1-2W Transparent Glass Diffuser 350-500mA 4000K IP68 Satin Stainless Steel AISI 316L,466.00,376.00
E,ALC.015.28.1.US,ALCOR,Power LED 1-2W Transparent Glass Diffuser 350-500mA 5000K IP68 Satin Stainless Steel AISI 316L,466.00,376.00
E,ALC.016.28.1.US,ALCOR,Power LED 1-2W Satin Glass Diffuser 350-500mA 3000K IP68 Satin Stainless Steel AISI 316L,466.00,376.00
E,ALC.017.28.1.US,ALCOR,Power LED 1-2W Satin Glass Diffuser 350-500mA 4000K IP68 Satin Stainless Steel AISI 316L,466.00,376.00
E,ALC.018.28.1.US,ALCOR,Power LED 1-2W Satin Glass Diffuser 350-500mA 5000K IP68 Satin Stainless Steel AISI 316L,466.00,376.00
E,ALC.044.28.1.US,ALCOR,Power LED 2W 9° Comfort 24Vdc 3000K IP68 Satin Stainless Steel AISI 316L,708.00,570.00
E,ALC.045.28.1.US,ALCOR,Power LED 2W 9° Comfort 24Vdc 4000K IP68 Satin Stainless Steel AISI 316L,708.00,570.00
E,ALC.046.28.1.US,ALCOR,Power LED 2W 9° Comfort 24Vdc 5000K IP68 Satin Stainless Steel AISI 316L,708.00,570.00
E,ALC.022.28.1.US,ALCOR,Power LED 2W 9° 24Vdc 3000K IP68 Satin Stainless Steel AISI 316L,648.00,522.00
E,ALC.023.28.1.US,ALCOR,Power LED 2W 9° 24Vdc 4000K IP68 Satin Stainless Steel AISI 316L,648.00,522.00
E,ALC.024.28.1.US,ALCOR,Power LED 2W 9° 24Vdc 5000K IP68 Satin Stainless Steel AISI 316L,648.00,522.00
E,ALC.025.28.1.US,ALCOR,Power LED 2W 24° 24Vdc 3000K IP68 Satin Stainless Steel AISI 316L,648.00,522.00
